BASE_PART_DESC,ALT_PART_DESC,SIMILARITY_SCORE
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder",0.9801992
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",0.9791791
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder",0.9785745
"Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder",0.99647677
"Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Inline/holder",0.9950721
"Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2A, 250VAC, 1500A (IR), Inline/holder",0.991563
"Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder",0.9905447
"Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.9902565
"Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.05A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.05A, 250VAC, 1500A (IR), Supplemental, Inline/holder",0.99522275
"Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",0.993129
"Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder",0.9930273
"Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder",0.99301463
"Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.99209464
"Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.25A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 1500A (IR), Supplemental, Inline/holder",0.9930273
"Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.05A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.05A, 250VAC, 1500A (IR), Supplemental, Inline/holder",0.9922763
"Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.9909537
"Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",0.9909031
"Indicator Red Fast Movement 0.315A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.315A, 250VAC, 1500A (IR), Supplemental, Inline/holder","Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",0.989746
"Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.2A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder",0.99647677
"Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.1A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.1A, 250VAC, 1500A (IR), Inline/holder",0.99553394
"Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder",0.9916887
"Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.9916397
"Indicator Red Fast Movement 0.4A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.4A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.16A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.16A, 250VAC, 1500A (IR), Inline/holder",0.9915427
"Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",0.9953994
"Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",0.9953958
"Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.08A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",0.99407494
"Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.9939159
"Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.05A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.05A, 250VAC, 1500A (IR), Supplemental, Inline/holder",0.99367285
"Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.9903549
"Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.063A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.98388624
"Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",0.9828399
"Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",0.9823007
"Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.9820756
"Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",0.9963923
"Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",0.9960602
"Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.08A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",0.9959427
"Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.063A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.9958415
"Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.16A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.16A, 250VAC, 1500A (IR), Inline/holder",0.9950573
"Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.08A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder",0.9986533
"Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.16A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.16A, 250VAC, 1500A (IR), Inline/holder",0.99635416
"Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.63A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder",0.9960602
"Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.125A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.125A, 250VAC, 1500A (IR), Inline/holder",0.99594796
"Indicator Red Fast Movement 0.8A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 1500A (IR), Inline/holder","Indicator Red Fast Movement 0.5A 250V Holder Plastic Melf 5 X 20mm Ceramic CCC/CE/CSA/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 1500A (IR), Inline/holder",0.9953994
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.99130416
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.9893968
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.9860982
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.9635899
"Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.95906895
"Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.99578786
"Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.99130416
"Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.99043995
"Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.9659414
"Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.9585202
"Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.25A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.25A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.99043995
"Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.8A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.8A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.98936045
"Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.2A 250V Holder Plastic 5 X 20mm Glass Bulk CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.2A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm",0.9860982
"Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 0.63A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.63A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.96221
"Indicator Red Fast Movement 0.5A 250V Holder Plastic 5 X 20mm Glass Bulk BSI/CCC/CE/CSA/KC/SEMKO/UL/VDE Electric Indicator, Fast Blow, 0.5A, 250VAC, 250VDC, 35A (IR), Inline/holder, 5x20mm","Indicator Red Fast Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Bulk CCC/CE/CSA/KC/PSE/SEMKO/UL/VDE Electric Indicator, Fast Blow, 2.5A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",0.9584887
